Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
4.2c Instructor Name Display,JUM-34,10442,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3358eb84,,,,,,,,,,,,,,,,0|i001c7:,,,JUM Sprint 1,,,,,,,,,,,,,10430,JUM-28,Module 4: Course Listing Page,To Do,02/Apr/26 12:53 PM
4.2d Course Price Display,JUM-35,10444,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@781aaada,,,,,,,,,,,,,,,,0|i001cf:,,,JUM Sprint 1,,,,,,,,,,,,,10430,JUM-28,Module 4: Course Listing Page,To Do,02/Apr/26 12:53 PM
4.2e Course Rating Display,JUM-36,10446,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@b23760a,,,,,,,,,,,,,,,,0|i001cn:,,,JUM Sprint 1,,,,,,,,,,,,,10430,JUM-28,Module 4: Course Listing Page,To Do,02/Apr/26 12:53 PM
4.2f Enroll Button on Course Card,JUM-37,10448,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7068e89b,,,,,,,,,,,,,,,,0|i001cv:,,,JUM Sprint 1,,,,,,,,,,,,,10430,JUM-28,Module 4: Course Listing Page,To Do,02/Apr/26 12:53 PM
Module 5: Course Detail Page,JUM-38,10449,Epic,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 12:53 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c36ccda,,,,,ghx-label-4,,To Do,,,,dark_blue,,,,,0|i001d3:,,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 12:53 PM
5.1 Course Information,JUM-39,10451,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2a0a77bf,,,,,,,,,,,,,,,,0|i001db:,,,JUM Sprint 1,,,,,,,,,,,,,10449,JUM-38,Module 5: Course Detail Page,To Do,02/Apr/26 12:53 PM
5.2 Video Preview,JUM-40,10453,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1ee44ee9,,,,,,,,,,,,,,,,0|i001dj:,,,JUM Sprint 1,,,,,,,,,,,,,10449,JUM-38,Module 5: Course Detail Page,To Do,02/Apr/26 12:53 PM
5.3 Enroll Now Button,JUM-41,10455,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e801704,,,,,,,,,,,,,,,,0|i001dr:,,,JUM Sprint 1,,,,,,,,,,,,,10449,JUM-38,Module 5: Course Detail Page,To Do,02/Apr/26 12:53 PM
5.1 Course Information Display,JUM-42,10457,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e075154,,,,,,,,,,,,,,,,0|i001dz:,,,JUM Sprint 1,,,,,,,,,,,,,10449,JUM-38,Module 5: Course Detail Page,To Do,02/Apr/26 12:53 PM
5.2 Video Preview Player,JUM-43,10459,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@39f4d3df,,,,,,,,,,,,,,,,0|i001e7:,,,JUM Sprint 1,,,,,,,,,,,,,10449,JUM-38,Module 5: Course Detail Page,To Do,02/Apr/26 12:53 PM
5.3 Enroll Now Button,JUM-44,10461,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15fa45b2,,,,,,,,,,,,,,,,0|i001ef:,,,JUM Sprint 1,,,,,,,,,,,,,10449,JUM-38,Module 5: Course Detail Page,To Do,02/Apr/26 12:53 PM
Module 6: My Courses,JUM-45,10462,Epic,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 12:53 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@b5c583e,,,,,ghx-label-14,,To Do,,,,dark_orange,,,,,0|i001en:,,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 12:53 PM
6.1 Enrolled Courses,JUM-46,10464,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f7525f0,,,,,,,,,,,,,,,,0|i001ev:,,,JUM Sprint 1,,,,,,,,,,,,,10462,JUM-45,Module 6: My Courses,To Do,02/Apr/26 12:53 PM
6.2 Course Progress,JUM-47,10466,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@300071ea,,,,,,,,,,,,,,,,0|i001f3:,,,JUM Sprint 1,,,,,,,,,,,,,10462,JUM-45,Module 6: My Courses,To Do,02/Apr/26 12:53 PM
6.3 Continue Learning,JUM-48,10468,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7790658d,,,,,,,,,,,,,,,,0|i001fb:,,,JUM Sprint 1,,,,,,,,,,,,,10462,JUM-45,Module 6: My Courses,To Do,02/Apr/26 12:53 PM
6.1 Enrolled Courses List,JUM-49,10470,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@49839d9,,,,,,,,,,,,,,,,0|i001fj:,,,JUM Sprint 1,,,,,,,,,,,,,10462,JUM-45,Module 6: My Courses,To Do,02/Apr/26 12:53 PM
6.2 Course Progress Display,JUM-50,10472,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7770bdcd,,,,,,,,,,,,,,,,0|i001fr:,,,JUM Sprint 1,,,,,,,,,,,,,10462,JUM-45,Module 6: My Courses,To Do,02/Apr/26 12:53 PM
6.3 Continue Learning,JUM-51,10474,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7b3f4ff1,,,,,,,,,,,,,,,,0|i001fz:,,,JUM Sprint 1,,,,,,,,,,,,,10462,JUM-45,Module 6: My Courses,To Do,02/Apr/26 12:53 PM
Module 7: Video Player,JUM-52,10475,Epic,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 12:53 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@66795b43,,,,,ghx-label-4,,To Do,,,,dark_blue,,,,,0|i001g7:,,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 12:53 PM
7.1 Lecture Playback,JUM-53,10477,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a9922f0,,,,,,,,,,,,,,,,0|i001gf:,,,JUM Sprint 1,,,,,,,,,,,,,10475,JUM-52,Module 7: Video Player,To Do,02/Apr/26 12:53 PM
7.2 Progress Tracking,JUM-54,10479,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3e54bcf7,,,,,,,,,,,,,,,,0|i001gn:,,,JUM Sprint 1,,,,,,,,,,,,,10475,JUM-52,Module 7: Video Player,To Do,02/Apr/26 12:53 PM
7.3 Next Lecture,JUM-55,10481,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@9276822,,,,,,,,,,,,,,,,0|i001gv:,,,JUM Sprint 1,,,,,,,,,,,,,10475,JUM-52,Module 7: Video Player,To Do,02/Apr/26 12:53 PM
7.1 Lecture Playback Controls,JUM-56,10483,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@25289906,,,,,,,,,,,,,,,,0|i001h3:,,,JUM Sprint 1,,,,,,,,,,,,,10475,JUM-52,Module 7: Video Player,To Do,02/Apr/26 12:53 PM
7.2 Progress Tracking,JUM-57,10485,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1d2d06d2,,,,,,,,,,,,,,,,0|i001hb:,,,JUM Sprint 1,,,,,,,,,,,,,10475,JUM-52,Module 7: Video Player,To Do,02/Apr/26 12:53 PM
7.3 Next Lecture Auto-play,JUM-58,10487,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4e78477d,,,,,,,,,,,,,,,,0|i001hj:,,,JUM Sprint 1,,,,,,,,,,,,,10475,JUM-52,Module 7: Video Player,To Do,02/Apr/26 12:53 PM
Module 8: Reviews & Ratings,JUM-59,10488,Epic,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 12:53 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1037fc95,,,,,ghx-label-14,,To Do,,,,dark_orange,,,,,0|i001hr:,,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 12:53 PM
8.1 Add Review,JUM-60,10490,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4273b702,,,,,,,,,,,,,,,,0|i001hz:,,,JUM Sprint 1,,,,,,,,,,,,,10488,JUM-59,Module 8: Reviews & Ratings,To Do,02/Apr/26 12:53 PM
8.2 View Reviews,JUM-61,10492,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@56eb0d5b,,,,,,,,,,,,,,,,0|i001i7:,,,JUM Sprint 1,,,,,,,,,,,,,10488,JUM-59,Module 8: Reviews & Ratings,To Do,02/Apr/26 12:53 PM
8.1 Add Review,JUM-62,10494,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22b7f4b5,,,,,,,,,,,,,,,,0|i001if:,,,JUM Sprint 1,,,,,,,,,,,,,10488,JUM-59,Module 8: Reviews & Ratings,To Do,02/Apr/26 12:53 PM
8.2 View Reviews,JUM-63,10496,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 12:53 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3ec8c9f4,,,,,,,,,,,,,,,,0|i001in:,,,JUM Sprint 1,,,,,,,,,,,,,10488,JUM-59,Module 8: Reviews & Ratings,To Do,02/Apr/26 12:53 PM
User Registration,JUM-64,10497,Epic,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1cbfce81,,,,,ghx-label-5,,To Do,,,,dark_teal,,,,,0|i001iv:,,,,,,,,,,,,,,,,,,,To Do,02/Apr/26 1:37 PM
Sign Up / Registration,JUM-65,10499,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4dc3a700,,,,,,,,,,,,,,,,0|i001j3:,,,JUM Sprint 1,,,,,,,,,,,,,10497,JUM-64,User Registration,To Do,02/Apr/26 1:37 PM
Social Login,JUM-66,10501,Story,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@114447a9,,,,,,,,,,,,,,,,0|i001jb:,,,JUM Sprint 1,,,,,,,,,,,,,10497,JUM-64,User Registration,To Do,02/Apr/26 1:37 PM
Full Name Field Validation,JUM-67,10503,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@69bbab1c,,,,,,,,,,,,,,,,0|i001jj:,,,JUM Sprint 1,,,,,,,,,,,,,10497,JUM-64,User Registration,To Do,02/Apr/26 1:37 PM
Accepts alphabets and spaces only,JUM-68,10505,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5bb9f6a9,,,,,,,,,,,,,,,,0|i001jr:,,,JUM Sprint 1,,,,,,,,,,,,,10503,JUM-67,Full Name Field Validation,To Do,02/Apr/26 1:37 PM
